PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25019972","Purtscher-like Retinopathy Associated with Systemic Lupus Erythematosus","Kunavisarut P, Pathanapitoon K, Rothova A.","Ocul Immunol Inflamm. 2016;24(1):60-8. doi: 10.3109/09273948.2014.932816. Epub 2014 Jul 14.","Kunavisarut P","Ocul Immunol Inflamm","2016","2014/07/15","","","10.3109/09273948.2014.932816"
"36220328","Changes in cardiorespiratory function and fatigue following 12 weeks of exercise training in women with systemic lupus erythematosus: a pilot study","Hasni S, Feng LR, Chapman M, Gupta S, Ahmad A, Munday A, Mazhar MA, Li X, Lu S, Tsai WL, Gadina M, Davis M, Chu J, Manna Z, Nakabo S, Kaplan MJ, Saligan L, Keyser R, Chan L, Chin LMK.","Lupus Sci Med. 2022 Oct;9(1):e000778. doi: 10.1136/lupus-2022-000778.","Hasni S","Lupus Sci Med","2022","2022/10/11","PMC9557301","","10.1136/lupus-2022-000778"
"22483661","New therapeutic targets in systemic lupus","Sifuentes Giraldo WA, García Villanueva MJ, Boteanu AL, Lois Iglesias A, Zea Mendoza AC.","Reumatol Clin. 2012 Jul-Aug;8(4):201-7. doi: 10.1016/j.reuma.2012.01.012. Epub 2012 Apr 6.","Sifuentes Giraldo WA","Reumatol Clin","2012","2012/04/10","","","10.1016/j.reuma.2012.01.012"
"32641656","Continuation Rate, Safety and Efficacy of Hydroxychloroquine Treatment in a Retrospective Cohort of Systemic Lupus Erythematosus in a Japanese Municipal Hospital","Hosokawa Y, Oiwa H.","Intern Med. 2020 Oct 15;59(20):2485-2490. doi: 10.2169/internalmedicine.5042-20. Epub 2020 Jul 7.","Hosokawa Y","Intern Med","2020","2020/07/10","PMC7662052","","10.2169/internalmedicine.5042-20"
"31249246","Experience of systemic lupus erythematosus in South-Western Bangladesh","Ul Azim MA, Salam A, Abdullah SN.","Saudi J Kidney Dis Transpl. 2019 May-Jun;30(3):743-746. doi: 10.4103/1319-2442.261365.","Ul Azim MA","Saudi J Kidney Dis Transpl","2019","2019/06/29","","","10.4103/1319-2442.261365"
"29204758","Antiphospholipid antibodies, steroid dose, arterial hypertension, relapses, and late-onset predict organ damage in a population of Colombian patients with systemic lupus erythematosus","Pinto-Peñaranda LF, Muñoz-Grajales C, Echeverri Garcia AF, Velásquez-Franco CJ, Mesa-Navas MA, Zuluaga Quintero M, Herrera-Uribe S, Márquez-Hernández JD.","Clin Rheumatol. 2018 Apr;37(4):949-954. doi: 10.1007/s10067-017-3927-8. Epub 2017 Dec 4.","Pinto-Peñaranda LF","Clin Rheumatol","2018","2017/12/06","","","10.1007/s10067-017-3927-8"
"22833436","Acute onset of systemic lupus erythematosus with extensive gastrointestinal and genitourinary involvement","Tan TC, Wansaicheong GK, Thong BY.","Lupus. 2012 Oct;21(11):1240-3. doi: 10.1177/0961203312455111. Epub 2012 Jul 25.","Tan TC","Lupus","2012","2012/07/27","","","10.1177/0961203312455111"
"22235006","NEMO syndrome (incontinentia pigmenti) and systemic lupus erythematosus: a new disease association","Piccoli GB, Attini R, Vigotti FN, Naretto C, Fassio F, Randone O, Restagno G, Todros T, Roccatello D.","Lupus. 2012 May;21(6):675-81. doi: 10.1177/0961203311433140. Epub 2012 Jan 10.","Piccoli GB","Lupus","2012","2012/01/12","","","10.1177/0961203311433140"
"23606072","Top 10 things to know about lupus activity measures","Thanou A, Merrill JT.","Curr Rheumatol Rep. 2013 Jun;15(6):334. doi: 10.1007/s11926-013-0334-2.","Thanou A","Curr Rheumatol Rep","2013","2013/04/23","","","10.1007/s11926-013-0334-2"
"25545844","Pregnancy-related issues in women with systemic lupus erythematosus","Singh AG, Chowdhary VR.","Int J Rheum Dis. 2015 Feb;18(2):172-81. doi: 10.1111/1756-185X.12524. Epub 2014 Dec 25.","Singh AG","Int J Rheum Dis","2015","2014/12/30","","","10.1111/1756-185X.12524"
"29411769","[Role of neutrophil dysfunction in the pathogenesis of systemic lupus erythematosus]","Smirnova EV, Krasnova TN, Proskurnina EV, Mukhin NA.","Ter Arkh. 2017;89(12):110-113. doi: 10.17116/terarkh20178912110-113.","Smirnova EV","Ter Arkh","2017","2018/02/08","","","10.17116/terarkh20178912110-113"
"22174206","Reactive hemophagocytic syndrome in adult Korean patients with systemic lupus erythematosus: a case-control study and literature review","Kim JM, Kwok SK, Ju JH, Kim HY, Park SH.","J Rheumatol. 2012 Jan;39(1):86-93. doi: 10.3899/jrheum.110639. Epub 2011 Dec 15.","Kim JM","J Rheumatol","2012","2011/12/17","","","10.3899/jrheum.110639"
"22718864","Heparin-dependent and -independent anti-platelet factor 4 autoantibodies in patients with systemic lupus erythematosus","Satoh T, Tanaka Y, Okazaki Y, Kaburaki J, Ikeda Y, Kuwana M.","Rheumatology (Oxford). 2012 Sep;51(9):1721-8. doi: 10.1093/rheumatology/kes145. Epub 2012 Jun 19.","Satoh T","Rheumatology (Oxford)","2012","2012/06/22","","","10.1093/rheumatology/kes145"
"29947283","Emerging targets for the treatment of lupus erythematosus: There is no royal road to treating lupus","Yasuda S.","Mod Rheumatol. 2019 Jan;29(1):60-69. doi: 10.1080/14397595.2018.1493909.","Yasuda S","Mod Rheumatol","2019","2018/06/28","","","10.1080/14397595.2018.1493909"
"27017392","A neurometabolite study of chronic daily headache in patients with systemic lupus erythematosus using magnetic resonance spectroscopy: comparison with fibromyalgia patients and healthy controls","Son CN, Kim SH, Chang HW, Kim JM.","Korean J Intern Med. 2016 Nov;31(6):1171-1177. doi: 10.3904/kjim.2015.196. Epub 2016 Mar 25.","Son CN","Korean J Intern Med","2016","2016/03/28","PMC5094926","","10.3904/kjim.2015.196"
"23183758","Serum DNase I activity in systemic lupus erythematosus: correlation with immunoserological markers, the disease activity and organ involvement","Skiljevic D, Jeremic I, Nikolic M, Andrejevic S, Sefik-Bukilica M, Stojimirovic B, Bonaci-Nikolic B.","Clin Chem Lab Med. 2013 May;51(5):1083-91. doi: 10.1515/cclm-2012-0521.","Skiljevic D","Clin Chem Lab Med","2013","2012/11/28","","","10.1515/cclm-2012-0521"
"35506818","[Response to the letter of editor entitled: Childhood-Onset Systemic Lupus Erythematosus: neuropsychiatric features and prognostic factors in their transition into adulthood]","Valenzuela P, Ladino M.","Andes Pediatr. 2021 Dec;92(6):987. doi: 10.32641/andespediatr.v92i6.4145. Epub 2022 Jan 9.","Valenzuela P","Andes Pediatr","2021","2022/05/04","","","10.32641/andespediatr.v92i6.4145"
"32700979","Type I interferon antagonists in clinical development for lupus","Paredes JL, Niewold TB.","Expert Opin Investig Drugs. 2020 Sep;29(9):1025-1041. doi: 10.1080/13543784.2020.1797677. Epub 2020 Sep 1.","Paredes JL","Expert Opin Investig Drugs","2020","2020/07/24","PMC7924012","NIHMS1621741","10.1080/13543784.2020.1797677"
"31566078","The clinical characteristics of systemic lupus erythematosus patients in Indonesia: a cohort registry from an Indonesia-based tertiary referral hospital","Hamijoyo L, Candrianita S, Rahmadi AR, Dewi S, Darmawan G, Suryajaya BS, Rainy NR, Hidayat II, Moenardi VN, Wachjudi RG.","Lupus. 2019 Nov;28(13):1604-1609. doi: 10.1177/0961203319878499. Epub 2019 Sep 29.","Hamijoyo L","Lupus","2019","2019/10/01","","","10.1177/0961203319878499"
"24457602","Neuropsychiatric systemic lupus erythematosus: association with global disease activity","Morrison E, Carpentier S, Shaw E, Doucette S, Hanly JG.","Lupus. 2014 Apr;23(4):370-7. doi: 10.1177/0961203314520843. Epub 2014 Jan 23.","Morrison E","Lupus","2014","2014/01/25","","","10.1177/0961203314520843"
"25432223","Spirometric evaluation in juvenile systemic lupus erythematosus","Alam MM, Sarkar S, Ghosh P, Ray B, Mondal R.","Indian Pediatr. 2014 Nov;51(11):909-11. doi: 10.1007/s13312-014-0527-4.","Alam MM","Indian Pediatr","2014","2014/11/30","","","10.1007/s13312-014-0527-4"
"26203829","Interarm Blood Pressure Difference in Patients With Systemic Lupus Erythematosus","Ye Y, Ding F, Li M, Yang X, Pang H, Wang Q, Xu D, Kang L, Zeng X, Zhang S.","J Clin Rheumatol. 2015 Aug;21(5):251-5. doi: 10.1097/RHU.0000000000000271.","Ye Y","J Clin Rheumatol","2015","2015/07/24","","","10.1097/RHU.0000000000000271"
"30453818","Plasma cytokines as potential biomarkers of kidney damage in patients with systemic lupus erythematosus","Pacheco-Lugo L, Sáenz-García J, Navarro Quiroz E, González Torres H, Fang L, Díaz-Olmos Y, Garavito de Egea G, Egea Bermejo E, Aroca Martínez G.","Lupus. 2019 Jan;28(1):34-43. doi: 10.1177/0961203318812679. Epub 2018 Nov 19.","Pacheco-Lugo L","Lupus","2019","2018/11/21","","","10.1177/0961203318812679"
"24978862","Fragmented QRS in patients with systemic lupus erythematosus","Demır K, Avcı A, Yılmaz S, Demır T, Ersecgın A, Altunkeser BB.","Scand Cardiovasc J. 2014 Aug;48(4):197-201. doi: 10.3109/14017431.2014.935801. Epub 2014 Jul 18.","Demır K","Scand Cardiovasc J","2014","2014/07/01","","","10.3109/14017431.2014.935801"
"20658237","Renal involvement in childhood-onset systemic lupus erythematosus in Egypt","Mahmoud SS, Bazaraa HM, Lotfy HM, Abd-El-Aziz DM.","Rheumatol Int. 2012 Jan;32(1):47-51. doi: 10.1007/s00296-010-1554-7. Epub 2010 Jul 24.","Mahmoud SS","Rheumatol Int","2012","2010/07/27","","","10.1007/s00296-010-1554-7"
"29764291","A 12-year retrospective review of bullous systemic lupus erythematosus in cutaneous and systemic lupus erythematosus patients","Pons-Estel GJ, Quintana R, Alarcón GS, Sacnún M, Ugarte-Gil MF, Pons-Estel BA; GLADEL.","Lupus. 2018 Sep;27(10):1753-1754. doi: 10.1177/0961203318776104. Epub 2018 May 15.","Pons-Estel GJ","Lupus","2018","2018/05/17","","","10.1177/0961203318776104"
"23483294","Recurrent macrophage activation syndrome as the primary manifestation in systemic lupus erythematosus and the benefit of serial ferritin measurements: a case-based review","Vilaiyuk S, Sirachainan N, Wanitkun S, Pirojsakul K, Vaewpanich J.","Clin Rheumatol. 2013 Jun;32(6):899-904. doi: 10.1007/s10067-013-2227-1. Epub 2013 Mar 13.","Vilaiyuk S","Clin Rheumatol","2013","2013/03/14","","","10.1007/s10067-013-2227-1"
"23826804","Are systemic lupus erythematosus patients carrying MEFV gene less prone to renal involvement? Report of three cases and review of the literature","Erten S, Taskaldiran I, Yakut ZI.","Ren Fail. 2013 Aug;35(7):1013-6. doi: 10.3109/0886022X.2013.809096. Epub 2013 Jul 5.","Erten S","Ren Fail","2013","2013/07/06","","","10.3109/0886022X.2013.809096"
"23629826","Pediatric lupus nephritis: more options, more chances?","Vachvanichsanong P, McNeil E.","Lupus. 2013 May;22(6):545-53. doi: 10.1177/0961203313485490. Epub 2013 Apr 29.","Vachvanichsanong P","Lupus","2013","2013/05/01","","","10.1177/0961203313485490"
"31551033","T cell-specific STAT3 deficiency abrogates lupus nephritis","Yoshida N, He F, Kyttaris VC.","Lupus. 2019 Oct;28(12):1468-1472. doi: 10.1177/0961203319877242. Epub 2019 Sep 24.","Yoshida N","Lupus","2019","2019/09/26","PMC6791775","NIHMS1538748","10.1177/0961203319877242"
"24833666","Outcome of adult onset systemic lupus erythematosus in Iran","Fatemi A, Matinfar M, Sayedbonakdar Z, Maracy M, Karimzadeh H, Saber M, Smiley A.","Lupus. 2014 Oct;23(11):1211-6. doi: 10.1177/0961203314534304. Epub 2014 May 15.","Fatemi A","Lupus","2014","2014/05/17","","","10.1177/0961203314534304"
"31733713","Lupus Nephritis: Breaking the Lull","Avasare RS, Yee J.","Adv Chronic Kidney Dis. 2019 Sep;26(5):307-310. doi: 10.1053/j.ackd.2019.05.005.","Avasare RS","Adv Chronic Kidney Dis","2019","2019/11/18","","","10.1053/j.ackd.2019.05.005"
"25034154","Clinical perspectives on lupus genetics: advances and opportunities","James JA.","Rheum Dis Clin North Am. 2014 Aug;40(3):413-32, vii. doi: 10.1016/j.rdc.2014.04.002. Epub 2014 Jun 10.","James JA","Rheum Dis Clin North Am","2014","2014/07/19","PMC4104419","NIHMS592819","10.1016/j.rdc.2014.04.002"
"31296137","The majority of Swedish systemic lupus erythematosus patients are still affected by irreversible organ impairment: factors related to damage accrual in two regional cohorts","Frodlund M, Reid S, Wetterö J, Dahlström Ö, Sjöwall C, Leonard D.","Lupus. 2019 Sep;28(10):1261-1272. doi: 10.1177/0961203319860198. Epub 2019 Jul 11.","Frodlund M","Lupus","2019","2019/07/13","PMC6710616","","10.1177/0961203319860198"
"31733714","Lupus Nephritis: How Far Have We Come, and Where Are We Headed?","Lee IJ, Parikh SV.","Adv Chronic Kidney Dis. 2019 Sep;26(5):311-312. doi: 10.1053/j.ackd.2019.09.003.","Lee IJ","Adv Chronic Kidney Dis","2019","2019/11/18","","","10.1053/j.ackd.2019.09.003"
"22801788","The beneficial role of vitamin D in systemic lupus erythematosus (SLE)","vinh quốc Luong K, Nguyễn LT.","Clin Rheumatol. 2012 Oct;31(10):1423-35. doi: 10.1007/s10067-012-2033-1. Epub 2012 Jul 17.","vinh quốc Luong K","Clin Rheumatol","2012","2012/07/18","","","10.1007/s10067-012-2033-1"
"22228466","Age-related differences in the clinical characteristics of systemic lupus erythematosus in children","Zhu J, Wu F, Huang X.","Rheumatol Int. 2013 Jan;33(1):111-5. doi: 10.1007/s00296-011-2354-4. Epub 2012 Jan 7.","Zhu J","Rheumatol Int","2013","2012/01/10","","","10.1007/s00296-011-2354-4"
"31789126","Familial lupus in Tunisia: a series of 14 families","Chebbi D, Jallouli M, Snoussi M, Damak C, Frikha F, Ben Salah R, Loukil H, Marzouk S, Bahloul Z.","Lupus. 2020 Jan;29(1):92-95. doi: 10.1177/0961203319889663. Epub 2019 Dec 1.","Chebbi D","Lupus","2020","2019/12/03","","","10.1177/0961203319889663"
"30642853","Fulminant Guillain-Barré syndrome in a patient with systemic lupus erythematosus","Coomes EA, Haghbayan H, Spring J, Mehta S.","BMJ Case Rep. 2019 Jan 14;12(1):bcr-2018-226634. doi: 10.1136/bcr-2018-226634.","Coomes EA","BMJ Case Rep","2019","2019/01/16","PMC6340605","","10.1136/bcr-2018-226634"
"27082565","Clinical Features of Systemic Lupus Erythematosus Patients Complicated With Evans Syndrome: A Case-Control, Single Center Study","Zhang L, Wu X, Wang L, Li J, Chen H, Zhao Y, Zheng W.","Medicine (Baltimore). 2016 Apr;95(15):e3279. doi: 10.1097/MD.0000000000003279.","Zhang L","Medicine (Baltimore)","2016","2016/04/16","PMC4839809","","10.1097/MD.0000000000003279"
"23327019","Anesthetic considerations for the patient with systemic lupus erythematosus","Carrillo ST, Gantz E, Baluch AR, Kaye RJ, Kaye AD.","Middle East J Anaesthesiol. 2012 Feb;21(4):483-92.","Carrillo ST","Middle East J Anaesthesiol","2012","2013/01/19","","",""
"31653191","Treatment with intravenous immunoglobulins in systemic lupus erythematosus: a single-center experience with 63 patients","Nieto-Aristizábal I, Martínez T, Urbano MA, Posso-Osorio I, Plata IF, Garcia-Robledo JE, Aragón CC, Santos VA, Tobón GJ.","Lupus. 2019 Nov;28(13):1566-1570. doi: 10.1177/0961203319883680. Epub 2019 Oct 25.","Nieto-Aristizábal I","Lupus","2019","2019/10/27","","","10.1177/0961203319883680"
"29728857","CXCL13 is an activity marker for systemic, but not cutaneous lupus erythematosus: a longitudinal cohort study","Niederkorn A, Frühauf J, Schwantzer G, Wutte N, Painsi C, Werner S, Stradner M, Berghold A, Hermann J, Aberer E.","Arch Dermatol Res. 2018 Aug;310(6):485-493. doi: 10.1007/s00403-018-1836-6. Epub 2018 May 4.","Niederkorn A","Arch Dermatol Res","2018","2018/05/06","","","10.1007/s00403-018-1836-6"
"24906564","Decreased flow-mediated dilatation in patients with systemic lupus erythematosus: a meta-analysis","Wang DG, Tang XW, Fan Y, Leng RX, Ni J, Deng SM, Wang C, Cen H, Pan HF, Ye DQ.","Inflammation. 2014 Dec;37(6):2067-75. doi: 10.1007/s10753-014-9940-z.","Wang DG","Inflammation","2014","2014/06/08","","","10.1007/s10753-014-9940-z"
"25797042","Validation and evaluation of the German version of the Systemic Lupus Activity Questionnaire (SLAQ)","Chehab G, Richter J, Sander O, Fischer-Betz R, Ostendorf B, Al-Neyadi T, Vordenbäumen S, Acar H, Brinks R, Schneider M.","Clin Exp Rheumatol. 2015 May-Jun;33(3):354-9. Epub 2015 Mar 10.","Chehab G","Clin Exp Rheumatol","2015","2015/03/24","","",""
"26238554","Effectiveness of Nonpharmacologic Interventions for Decreasing Fatigue in Adults With Systemic Lupus Erythematosus: A Systematic Review","del Pino-Sedeño T, Trujillo-Martín MM, Ruiz-Irastorza G, Cuellar-Pompa L, de Pascual-Medina AM, Serrano-Aguilar P; Spanish Systemic Lupus Erythematosus CPG Development Group.","Arthritis Care Res (Hoboken). 2016 Jan;68(1):141-8. doi: 10.1002/acr.22675.","del Pino-Sedeño T","Arthritis Care Res (Hoboken)","2016","2015/08/05","","","10.1002/acr.22675"
"32716989","Emerging therapies for cutaneous lupus erythematosus","Borucki R, Werth VP.","Cutis. 2020 Jun;105(6):276-277.","Borucki R","Cutis","2020","2020/07/28","","",""
"23424638","Incidence and prevalence of major central nervous system involvement in systemic lupus erythematosus: a 3-year prospective study of 370 patients","Kampylafka EI, Alexopoulos H, Kosmidis ML, Panagiotakos DB, Vlachoyiannopoulos PG, Dalakas MC, Moutsopoulos HM, Tzioufas AG.","PLoS One. 2013;8(2):e55843. doi: 10.1371/journal.pone.0055843. Epub 2013 Feb 12.","Kampylafka EI","PLoS One","2013","2013/02/21","PMC3570560","","10.1371/journal.pone.0055843"
"23396568","Temporal trends in characteristics and outcome of intensive care unit patients with systemic lupus erythematosus in Taiwan: a national population-based study","Shen HN, Yang HH, Lu CL.","Lupus. 2013 May;22(6):644-52. doi: 10.1177/0961203313476356. Epub 2013 Feb 8.","Shen HN","Lupus","2013","2013/02/12","","","10.1177/0961203313476356"
"25062562","Assessment of arterial elastance and ventricular-arterial coupling in patients with systemic lupus erythematosus","Chin CW, Le TT, Gao F, Ng MX, Chin CY, Huang FQ, Fong KY, Thumboo J, Tan RS.","Int J Cardiol. 2014 Sep 20;176(2):504-5. doi: 10.1016/j.ijcard.2014.07.055. Epub 2014 Jul 11.","Chin CW","Int J Cardiol","2014","2014/07/27","","","10.1016/j.ijcard.2014.07.055"
"29807382","[Systemic Lupus Erythematosus (SLE) - New Classification Criteria]","Aringer M, Dörner T.","Dtsch Med Wochenschr. 2018 Jun;143(11):811-814. doi: 10.1055/a-0542-3409. Epub 2018 May 28.","Aringer M","Dtsch Med Wochenschr","2018","2018/05/29","","","10.1055/a-0542-3409"
"23269566","Features of systemic lupus erythematosus in patients with autoimmune hepatitis","Onder FO, Yürekli OT, Oztaş E, Kalkan IH, Köksal AS, Akdoğan M, Saşmaz N, Kayaçetin E.","Rheumatol Int. 2013 Jun;33(6):1581-5. doi: 10.1007/s00296-012-2607-x. Epub 2012 Dec 27.","Onder FO","Rheumatol Int","2013","2012/12/28","","","10.1007/s00296-012-2607-x"
